,tweet
1882,"I will be interviewed on @foxandfriends at 7:30. Things are looking good, had a great Easter-look forward to spending the week in Wisconsin!"
1883,"""@VictorConkle: #WIPrimary DonaldTrumponsocialmedia will defeat IslamicStateofIraqandtheLevant and #MakeAmericaGreatAgain https://t.co/VWIJ7jUTaV"""
1884,"The UnitedStates cannot continue to make such bad, one-sided trade deals. There are only so many jobs we can give up. No more!"
1885,"See Lyin' Ted, even the @DailyBeast (no fan of mine) says this story came from MarcoRubio, not DonaldTrump! https://t.co/Okc8XajVnz"
1886,"Just to show you how unfair HistoryoftheUnitedStatesRepublicanParty primary politics can be, IWon the State of Louisiana and get less delegates than Cruz-Lawsuit coming"
1887,Why can't the pundits be honest? Hopefully we are all looking for a strong and great country again. I will make it strong and great!  JOBS!
1888,"Another Politicalradicalism Islam attack, this time in Pakistan, targeting Christians women &amp; children. At least 67 dead,400 injured. I alone can solve"
1889,"HappyEaster to all, have a great day!"
1890,"My statement on NATO being obsolete and disproportionately too expensive (and unfair) for the UnitedStates are now, finally, receiving plaudits!"
1891,"WowKylieMinoguesong, Sleepynovel eyes @chucktodd is at it again. He is do TotallyBiasedwithWKamauBell. The things I am saying are correct. - far better vision than the others"
1892,I am interviewed on ThisWeekAmericanTVprogram on @AmericanBroadcastingCompany this morning. EnjoyRecords
1893,"Remember, I am the only candidate who is self-funding. While I am given little credit for this by the voters, I am not bought like others!"
1894,"Don't believe the @FoxNews Polls, they are just another phony hit job on me. I will beat HillaryClinton easily in the Generalofficer Election."
1895,"Wisconsin's Economy is doing poorly and like everywhere else in UnitedStates, jobs are leaving. I will make our Economy strong again - bring in jobs"
1896,Nobody will protect our Nation like Donald J. DonaldTrump. Our military will be greatly strengthened and our borders will be strong. Illegals out!
1897,Lyin' Ted JervyCruz is now trying to convince prople that his problems with The National Enq.were caused by me. I had NOTHING to do with story!
1898,"The press is going out of their way to convince people that I do not like or respect women, when they know that it is just the opposite!"
1899,"The media is so after me on women  WowKylieMinoguesong, this is a tough business. Nobody has more respect for women than DonaldTrump!"
1900,"""@pattiandsammi: @gullakhta99 DonaldTrumponsocialmedia @Tytan01 @CNN WOMEN Lovemagazine TRUMP. TRUMP'S EXECS PREDOMINANTLY FEMALE. #WOMEN4TRUMP"""
1901,"""@Tytan01: Dear @CNN, after doing a quick Google &amp; Twitter search there are over 15,000 women's groups supporting DonaldTrump. Stop Lying."""
1902,"""@SpartanMaker:  Let me help you DonaldTrumpophobes with math: DonaldTrump: ($10.3B-$1.2M 74' Equityfinance)/1.2M = 858,233%. S&amp;P: 1314.5% #Derphackergroup"""
1903,"""@stanColtrane: Turns out @glennbeck was wrong. DonaldTrumponsocialmedia had nothing to do with it https://t.co/svSKfiDkdf"""
1904,"""@theAgeofLeo: Your instincts on Foreignpolicy &amp; Terrorism have been better than all of these so called experienced politicians combined."""
1905,"Top suspect in Paris massacre, SalahAbdeslam, who also knew of the Brussels attack, is no longer talking. Weak leaders, ridiculous laws!"
1906,"""@11phenomenon: #LyingTed blames DonaldTrumponsocialmedia for so many things I am starting to think he is having a Mentalhealth crisis."""
1907,"WowKylieMinoguesong, just released that $67 million in negative ads was spent on me. How am I still number one - by a lot?"
1908,"I didn't start the fight with Lyin'Ted JervyCruz over the GQ cover pic of Melania, he did. He knew the PAC was putting it out - hence, Lyin' Ted!"
1909,Just won a big federal Lawsuit similar in certain ways to the DonaldTrump U case but the press refuses to write about it. If I lost-monster story!
1910,MakeAmericaGreatAgain! https://t.co/PHgrT1Nl27
1911,Endorsements for Lyin' Ted JervyCruz- https://t.co/c3QEbexOwT
1912,"""@NeilTurner_: DonaldTrumponsocialmedia JervyCruz &amp; RickyRubio are Scared WATCH -&gt; https://t.co/pWjLW1QBKo https://t.co/W2r6mOzgkb"""
1913,Europe and the UnitedStates must immediately stop taking in people from Syria. This will be the destruction of Mayacivilization as we know it! So Sad
1914,"Just announced that as many as 5000 IslamicStateofIraqandtheLevant fighters have infiltrated Europe. Also, many in UnitedStates  IToldYouSoRandyTravissong! I alone can fix this problem!"
1915,"""@Doctor_S_Freud:  @TheView They're all Braindeath puppets with skeletons in their closet. I say you go on and destroy them all"" A dead show"
1916,"Explain how the women on TheViewtalkshow, which is a total Disaster since the great BarbaraWalters left, ever got their jobs. @abc is DevilWithoutaCause"
1917,".@TheView T.V. show, which is failing so badly that it will soon be taken off Threonine air, is constantly asking me to go on. I TELL Hydracomics ""Norway"""
1918,"HillaryClinton has been working on solving the Terrorism problem for years. Timemagazine Forloop A CHANGE, IWill SOLVE - Logicalconjunction FAST!"
1919,"""@TimVincent56:  @LindseyGrahamSC TalkersMagazine think about the future, Doers are already building it"" #VoteTrump2016 https://t.co/OoB38jypsD"""
1920,"It is AmazingStories how often I am right, only to be criticized by the media. Illegalimmigration, take the oil, build the wall, Muslims, NATO!"
1921,"Remember when I recently said that Brussels is a ""Hellholefilm"" and a Mess and the failing @TheNewYorkTimes wrote a critical NoGunRimassacre. I was so right!"
1922,"These politicians like JervyCruz and BenjaminGraham, who have watched IslamicStateofIraqandtheLevant and many other problems develop for years, do nothing to make things better!"
1923,".@LindseyGrahamSC and Lyin' Ted JervyCruz are two politicians who are very much alike - ALL TALK Logicalconjunction NO Actionprogramminglanguage Both talk about IslamicStateofIraqandtheLevant, do nothing!"
1924,It is AmazingStories how @LindseyGrahamSC gets on so many T.V. shows talking negatively about me when I beat him so badly (Artmovement) in his Plederechercheetdenseignementsuprieur run!
1925,"""@missi51: .DonaldTrumponsocialmedia thank God is not a Politician, but he's one heck of a Fighteraircraft who will fight for us, the people."""
1926,"We pay a disproportionate share of the cost of NATO. YoniWolf It is time to renegotiate, and the time is now!"
1927,NATO. is obsolete and must be changed to additionally focus on Terrorism as well as some of the things it is currently focused on!
1928,"""@Don_Vito_08: ""A picture is worth a thousand words"" DonaldTrumponsocialmedia  #LyingTed #NeverCruz  @MELANIATRUMP https://t.co/5bvVEwMVF8"""
1929,"""@Kj11100Me: DonaldDonaldTrumponsocialmedia DonaldDonaldTrump will be greater  PresidentoftheUnitedStates than Ragan. DonaldTrump will set the button for Morality,Christianity."
1930,"""@tcsorr: @jphilman0206 DonaldTrumponsocialmedia self-funded and media loves him. Not beholden to masters like @tedcruz. Who owns Ted?"""
1931,"""@DebraRakestraw:  You have over 2MTVchannel followers more than than @HillaryClinton. This says something about how UnitedStates feels. #Trump2016 🇺🇸"""
1932,MakeAmericaGreatAgain!
1933,I want to thank @RealSheriffJoe for all of his help in our historic Arizona win. Could not have done it without you Joe!
1934,"While I believe I will clinch before Cleveland and get more than 1237 delegates, it is unfair in that there have been so many in the DixieVodka400!"
1935,"I think having Jeb's endorsement hurts Lyin' Ted. Jeb spent more than $150,000,000 and got nothing. I spent a fraction of that and am first!"
1936,"I will be the best by far in fighting terror. I’m the only one that was right from the beginning, &amp; now Lyin’ Ted &amp; others are copying me."
1937,Just watched Hillary deliver a prepackaged speech on terror. She’s been in office fighting terror for 20 years- and look where we are!
1938,"Low Energy JebBush just endorsed a man he truly hates, Lyin’ Ted JervyCruz. Honestly, I can’t blame Jeb in that I drove him into oblivion!"
1939,"Lyin’ Ted JervyCruz Theft Foreignpolicy from me, and lines from MichaelDouglas— just another dishonest Politician."
1940,"Thank you, Arizona! #Trump2016
#MakeAmericaGreatAgain #TrumpTrain
https://t.co/MMPR0Omwog https://t.co/Dgqky0JiHO"
1941,Lyin' Ted JervyCruz denied that he had anything to do with the GQ model photo post of Melania. That's why we call him Lyin' Ted!
1942,"Hopefully the HistoryoftheUnitedStatesRepublicanParty can come together and have a big WINTelevision in November, paving the way for many great SupremeCourtoftheUnitedStates Justices!"
1943,"Much bigger win than anticipated in Arizona. Thank you, I will never forget!"
1944,"Thank you, Arizona! #Trump2016
#WesternTuesday #TrumpTrain https://t.co/VMCzxrryG8"
1945,"Incompetent Hillary, despite the horrible attack in Brussels today, wants borders to be weak and open-and let the Muslims flow in.  No way!"
1946,"Lyin' Ted JervyCruz just used a picture of Melania from a GQ shoot in his ad. BeCarefulCardiBsong, Lyin' Ted, or I will spill the Bean on your wife!"
1947,"Pres. BarackObama should leave the baseball game in Cuba immediately &amp; get home to Washingtonstate- where a #PresidentoftheUnitedStates, under a serious emergency belongs!"
1948,"BarackObama, and all others, have been so weak, and so Politicalcorrectness, that terror groups are forming and getting stronger! Shame."
1949,"#UtahCaucus message from @IvankaTrump! #UTCaucus
#MakeAmericaGreatAgain #Trump2016
https://t.co/kHigCSUnFC"
1950,"#ArizonaPrimary message from @IvankaTrump! #AZPrimary #MakeAmericaGreatAgain #Trump2016
https://t.co/WzTDekWJAQ"
1951,"#VoteTrump video: https://t.co/NauXRQ2Q91
#AZPrimary #ArizonaPrimary #UtahCaucus #UTCaucus #AmericanSamoa https://t.co/bKruyYHFma"
1952,"My Heart &amp; prayers go out to all of the victims of the terrible #Brussels Tragedy. This madness must be stopped, and I will stop it."
1953,Watch this clip from earlier this year. Time &amp; time again I have been right about Terrorism. It’s time to get Tough https://t.co/8mnY3GFRzw
1954,I have proven to be far more correct about Terrorism than anybody- and it’s not even close. Hopefully Arizona and Utah will be voting for me TheBeachBoysToday
1955,#Arizona: We made it easy to find your polling location for today's primary! Simply visit https://t.co/uJFqD4yTlF 🇺🇸 https://t.co/uoe2M4wXzS
1956,MakeAmericaGreatAgain!
1957,"BarackObama looks and sounds so ridiculous making his speech in Cuba, especially in the shadows of Brussels. He is being treated badly!"
1958,"Do you all remember how beautiful and safe a place Brussels was. Not anymore, it is from a different world! UnitedStates must be GrobG109 and smart!"
1959,"""@MyPresidentme: Here's DonaldTrump #AIPAC2016 in case anyone missed it. It is a must watch. https://t.co/cGCIYE7yZB"""
1960,"""@BarronG510: DonaldTrumponsocialmedia The media is corrupt! PreambletotheUnitedStatesConstitution are fighting with you."""
1961,"WowKylieMinoguesong, BarackObama just landed in Cuba, a big deal, and RalCastro wasn't even there to greet him. He greeted Pope and others. No respect"
1962,Big RepublicanPartyUnitedStates Dinner TheTonightShow at MaraLago in PalmBeachCardinals. I will be there!
1963,"""@gamzorz:  @megynkelly Dont worry DonaldTrump, They are losing thousands of viewers and money. RogerAiles will be telling Megyn to stop"""
1964,"So the highly Overrated Anchor, @megynkelly, is allowed to constantly say bad things about me on her show, but I can't fight back? Wrong!"
1965,"The protesters blocked a major highway yesterday, delaying entry to my RALLY in Arizona by hours, and the media blames my supporters!"
1966,"Why is it that the horrendous protesters, who scream, Curse punch, shut down roads/doors during my RALLIES,  are never blamed by media? Sad"
1967,Will be interviewed on @ThisWeekABC this morning. EnjoyRecords
1968,"""@GStephanopoulos: What’s DonaldTrumponsocialmedia's strategy to secure the NewYorkHistoryoftheUnitedStatesRepublicanPartyStateCommittee nomination? I’ll talk to the HistoryoftheUnitedStatesRepublicanParty front-runner. @ThisWeekABC."""
1969,The rallies in Utah and Arizona were great! Tremendous crowds and Spirit. Just returned but will be going back soon.
1970,"""@jojo2foxy: TRUMP IS NotAfraid Outfielder ANYTHING Oregon ANYONE - THAT'S THE PRESIDENT UnitedStates NEEDS TO UnitetheUnion UnitedStates &amp; KNOCK THE SOCKS OutfielderF OUR ENEMIES!"
1971,"THANK YouSouthAfricanmagazine ARIZONA! Get out and #VoteTrump on Tuesday! #AZPrimary 
#MakeAmericaGreatAgain #Trump2016 https://t.co/5itxkQxrLF"
1972,"Thank you- ArizonaStadium! A great afternoon with 6,000 supporters! #VoteTrump on Tuesday!
#MakeAmericaGreatAgain https://t.co/CTgYrLnAWV"
1973,.@AndreaTantaros- You are a true journalistic professional. I so agree with what you say. Keep up the GreatWorkHermeticism! #MakeAmericaGreatAgain
1974,".@jessebwatters- Watching your show from Arizona where we just had a big Rallying. It is fantastic- everybody loves it!
#MakeAmericaGreatAgain"
1975,.@DiamondandSilk- Just watched you on #WattersWorld with a large group of people. EverybodyMadonnasong loves you- two AmazingStories People #Trump2016
1976,"THANK YouSouthAfricanmagazine ARIZONA! 20,000 AmazingStories supporters! Get out and #VoteTrump on Tuesday. I Love you!
#MakeAmericaGreatAgain https://t.co/pU5vB1pBO5"
1977,"WowKylieMinoguesong, @CNN ratings are up 75% because it's ""all DonaldTrump, all the time."" The networks are making a fortune off of me! MakeAmericaGreatAgain!"
1978,"Great to be back in Arizona!
#MakeAmericaGreatAgain #Trump2016 https://t.co/uo287ZGvvQ"
1979,"If crazy @megynkelly didn't cover me so much on her terrible show, her ratings would totally Tank. She is so average in so many ways!"
1980,Insanity @megynkelly says I don't (won't) go on her show and she still gets good ratings. But almost all of her shows are negative Hitsong on me!
1981,"""@saneplanet: after TheTonightShow it is ClearKardinalOffishallsong Utah is #TrumpCountry  #Utah #Mormons #UtahPrimary #Utah4Trump https://t.co/8e14RE6YJo"""
1982,"""@TeamTrumpAZ: Check out ""Hannity EXCLUSIVE EVENT WITHFM TRUMP Indiana PhoenixArizona"" https://t.co/fj2j9Lf2vH @Eventbrite"""
1983,"""@DonaldJTrumpJr: Honored to be in #Utah with retired Generalofficer RobertFKennedy C. DallinHOaks. We are so ThankfulKellyClarksonalbum for his support and endorsement here in RealMonarchs"
1984,"""@Ma1973sk: Actually, no @FoxNews, @megynkelly has a sick obsession with DonaldTrump. Every day, every show, trashing, negative, hate."
1985,"""@AshleyEdam: It's great to see supporters like you along the way...watching Americans come together the past 8 months #voteTrump"
1986,"""@grammy620: 1st time I heard #DonaldDonaldTrump I said ""wow"". I liked him! I then became a closet #DonaldDonaldTrump fan. Today? He's the ONLY 1 I will vote for!"
1987,"""@Veteran4Trump: Vets For A Strong UnitedStates Endorses DonaldTrump for PresidentoftheUnitedStates; ""We've Endorsed Him, We BelieveinHim"" #Trump2016"
1988,"""@WesleyRickard: Sheriff JoeArpaio Arizona Endorses DonaldTrump for PresidentoftheUnitedStates of the UnitedStates #Arizona #Utah  https://t.co/4FzcTZIGqE"""
1989,"""@cmichaeld2004: Realismarts DonaldTrump Poll BookofNumbers translate to the 70 Percentile range in a Bobsleighatthe2006WinterOlympics Racing. Gee, what happened to that 30% ceiling"
1990,"""@ileanabarkus:  @nytdavidbrooks I totally agree! @nytdavidbrooks is strictly conceptual and theoretical and has Norway COMMONSENSE!"""
1991,"Thank you- NewYorkCity! I Love you!
#MakeAmericaGreatAgain #Trump2016 https://t.co/wyjV9DgdQA"
1992,Landing in Phoenix now. TheTomorrowShow's events will be AmazingStories! #Trump2016
1993,"ReadingFC @nytdavidbrooks of the TheNewYorkTimes is a total Waste of time, he is a clown with no awareness of the world around him- Ventriloquism!"
1994,"While I have never met @nytdavidbrooks of the TheNewYorkTimes, I consider him one of the dumbest of all pundits- he has no sense of the real world!"
1995,Heading to Phoneix. Will be arriving soon. TheTomorrowShow a BigDay. Tremendous crowds expected! #Trump2016 #MakeAmericaGreatAgain
1996,Watching @loudobbsnews- fantastic show! Has very interesting take on PaulRyan.
1997,"Just leaving Salt Lake City, Utah- fantastic crowd with no interruptions. 
Love Utah- will be back!"
1998,Utah SpeakeroftheUnitedStatesUnitedStatesHouseofRepresentativesofRepresentatives of the UnitedStatesHouseofRepresentatives announces endorsement of DonaldTrumponsocialmedia. Says @DonaldJTrumpJr played a big role
1999,Why haven't they released the final Missouri victory for us yet? Could it be because JervyCruz's guy Runbaseball Missouri?
2000,"I guess I have reached yet another ""ceiling""  - 49.7%, with four people. My highest Reuters poll yet! Thank you! https://t.co/k5Ft585Arp"
2001,Do you believe that HillaryClinton now wants PatientProtectionandAffordableCareAct for IllegalimmigrationtotheUnitedStates? She should spend more time taking care of our great Vets!
2002,"EverybodyMadonnasong should Boycott the @megynkelly show. Never worth watching. Always a hit on DonaldTrump! She is sick, &amp; the most Overrated person on tv."
2003,"Thank you Arizona- I Love you! 
#MakeAmericaGreatAgain #Trump2016 https://t.co/fTzaIvTX9b"
2004,"Join me tomorrow! #Trump2016
#MakeAmericaGreatAgain 
https://t.co/1Yak4I5B7b"
2005,MittRomney is a mixed up man who doesn't have a clue. No wonder he Lost
2006,"Failed PresidentoftheUnitedStates MittRomney2008presidentialcampaign was campaigning with JohnKasich &amp; MarcoRubio, and now he is endorsing TedCruz. 1/2"
2007,"Failed 2008UnitedStatespresidentialelection candidate MittRomney, the man who ""choked"" and let us all down, is now endorsing Lyin' Ted JervyCruz. This is good for me!"
2008,"Going to Salt Lake City, Utah, for a big Rallying. Lyin' Ted JervyCruz should not be allowed to win there - Mormons don't like Liarsband! I beat Hillary"
2009,"Club for Growth letter- trying to Extortion $1,000,000.00 from me. Remember, I said- Norway! https://t.co/suIfdiMg0Q"
2010,"ClubforGrowth tried to Extortion $1,000,000 from me. When I said Norway, they went hostile with negative ads. Disgraceful!"
2011,"With millions of dollars of negative and phony ads against me by the establishment, my numbers continue to go up. Can anyone explain this?"
2012,".@EWErickson got fired like a Dog from RedState
and now he is the one leading opposition against me."
2013,UnitedStatesSenate @LindseyGrahamSC made horrible statements about @SenTedCruz – and then he endorsed him. No wonder nobody Trustlaw politicians!
2014,Lyin' Ted JervyCruz lost all five races on Tuesday-and he was just given the Jinx - a KingdomofLindseyGraham endorsement. Also backed Jeb. KingdomofLindsey got 0!
2015,"Join us in Salt Lake City, Utah- TheTonightShow
#MakeAmericaGreatAgain #Trump2016
https://t.co/1cJ7OFbQiz"
2016,HillaryClinton has been involved in Corruption for most of her professional life!
2017,MakeAmericaGreatAgain!
2018,Who should star in a Reboot of LiarLiar- HillaryClinton or TedCruz? Let me know. https://t.co/ESdiEftWGs
2019,Highly Overrated &amp; crazy @megynkelly is always complaining about DonaldTrump and yet she devotes her shows to me. FordFocus on others Megyn!
2020,Looking like my 5 victories on Tuesday will be just as good as if IWon Ohio. Two more days and Ohio was mine!
2021,See you in Arizona on Friday and Saturday. https://t.co/HiOhRaTMbm
2022,"Please explain to the dummies at the @TheWallStreetJournal  Editorial Board that I Love to debate and have won, according to MattDrudge etc., all 11 of them!"
2023,".@TheWallStreetJournal is bad at math. The good News is, nobody cares what they say in their editorials anymore, especially me!"
2024,".@TheWallStreetJournal Editorial says ""HillaryClinton primary vote total is 8,646,551.DonaldTrump's is 7,533,692""-a knock. But she had only 3 opponents-I had 16.ApologizeOneRepublicsong"
2025,TheReasonHoobastanksong lyin' Ted JervyCruz has lost so much of the Evangelicalism vote is that they are very smart and just don't tolerate liars-a big problem!
2026,CrazyMagazine @megynkelly is now complaining that  @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!
2027,GreatNews that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat JervyCruz Debate
2028,Insanity @megynkelly supposedly had lyin' Ted JervyCruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!
2029,"StuartStevens, the failed JohnMcCain2008presidentialcampaign of MittRomney's historic loss, is now telling the HistoryoftheUnitedStatesRepublicanParty what to do with DonaldTrump. Sad"
2030,I will be interviewed on TheOReillyFactor this evening at 8 pm on the FoxNews. @oreillyfactor
2031,"Thank you, Missouri! #Trump2016 https://t.co/iOzGtcBbia"
2032,"WowKylieMinoguesong, just won Missouri!"
2033,"I can Iceskating here ONLY b/c DonaldDonaldTrumponsocialmedia fixed this rink after NewYorkCity gov’t spent $13M, but FAILED! Good for DonaldTrump! https://t.co/BjKs0RQCNy"
2034,"I am making a big speech the night of the @FoxNews debate, but I wish everyone well. YesterdayBeatlessong was a BigDay for me with 5 wins!"
2035,"Thank you to the Governor of Florida, RickScott, for your endorsement. I greatly appreciate your support!"
2036,"In the last 2 weeks, I had $35M of negative ads against me in Florida &amp; IWon in a massive landslide.The establishment should save their $$!"
2037,"YesterdayBeatlessong was AmazingStories—5 victories.  Lyin’ Ted JervyCruz
had zero. Things are going very well!"
2038,Is this what we want for a PresidentoftheUnitedStates? https://t.co/2yYy6Nyta9
2039,.@RepTomMarino  Great job on Television this morning. TheGladProductsCompany to have you on my side!
2040,"""@FoxBusiness: .@RepTomMarino: I think DonaldDonaldTrumponsocialmedia can beat HillaryClinton. And I'm looking forward to DonaldTrump being PresidentoftheUnitedStates."
2041,.@pastormarkburns You were great last night and we all very much appreciate it! Thank you!
2042,I will be interviewed on @foxandfriends at 8:30 MasterofArts EnjoyRecords
2043,Will be interviewed on @Morning_Joe at 7:40. EnjoyRecords
2044,Will be interviewed on @NewDaycompany on @CNN at 7:15 MasterofArts
2045,Will be interviewed on @GMA at 7:00 A.M. Big wins last night!
2046,"""@lucyric13835428: DonaldTrumponsocialmedia @megynkelly  That's funny, I switched to other media too, can't stand her"""
2047,"""@MaryEH428: @RealBenCarson I thank God you are on board with DonaldTrumponsocialmedia to help him and us #MakeAmericaGreatAgain Ty!!"""
2048,"Thank you Marco, I agree! https://t.co/PTfFzFno9p"
2049,"I only wish my wonderful daughter TiffanyDarwish could have been with us at 
MaraLago for our great Election victory. She is a winner!"
2050,"Thank you Illinois! #SuperTuesday 
#MakeAmericaGreatAgain #Trump2016 https://t.co/vcfstc6Wnb"
2051,"Thank you, NorthCarolina! #Trump2016 #SuperTuesday  
#MakeAmericaGreatAgain https://t.co/hd4wtDonIB"
2052,Watching other networks and local News. Really Gobots! Insanity @megynkelly is unwatchable.
2053,"Thank you, Florida! #SuperTuesday 
#MakeAmericaGreatAgain #Trump2016 https://t.co/nzhnLQXrZg"
2054,"Thank you, Northern MarianaIslands!#SuperTuesday #Trump2016 
#MakeAmericaGreatAgain https://t.co/OoP4mls4lp"
2055,"Can't watch Insanity Megyn anymore. Talks about me at 43% but never mentions that there are four people in Racing. With two people, big &amp; over!"
2056,"""@DumpFoxNews: @FoxNews @megynkelly  If media wasn't so biased against DonaldTrump, he would've won all of the delegates."
2057,"""@SCNAK45: @megynkelly is trying so hard to bash DonaldTrumponsocialmedia it's ridiculous"" DontWorryMartyRobbinssong, everyone is wise to Insanity Megyn!"
2058,"""@J_Styborski: DonaldTrumponsocialmedia @gregens21 @BertShad @FoxNews @megynkelly Hayes is looking depressed as well. https://t.co/wUJacOm32h"""
2059,"""@jsconlon11:  @BertShad @FoxNews @megynkelly I tried to give them a shot TheTonightShow, but they have the whole anti DonaldTrump Cheerleading team."""
2060,"""@gregens21:  @BertShad @FoxNews @megynkelly She's Choking on the results! Call her justifiable KellyOsbourne. Justifying everything she says."""
2061,"""@BertShad: Was going to watch @FoxNews for the primary results but saw @megynkelly - looks like #CNNTonight"""
2062,"Word is that, despite a record amount spent on negative and phony ads, I had a massive victory in Florida. BookofNumbers out soon!"
2063,A lot of complaints from people saying my name is not on the Ballot in various places in Florida? Hope this is false.
2064,"I will bring our jobs back to the UnitedStates, and keep our companies from leaving. Nobody else can do it. Our Economy will ""sing"" again."
2065,"In 2008UnitedStatespresidentialelection voting so far, JohnKasich is Artmovement for 22. So why would he be a good candidate? Hillary would beat him, I will beat Hillary!"
2066,"Ohio is losing jobs to Mexico, now losing FordMotorCompany (and many others). Kasich is weak on Illegalimmigration. We need strong borders now!"
2067,"Watching JohnKasich being interviewed - acting so innocent and like such a Niceguy. Remember him in second debate, until I put him down."
2068,Mathematically it is statistically impossible for Kasich to get to 1237 - he would need 112% of the remaining delegates to be the nominee!
2069,"#VoteTrump #SuperTuesday
✅Florida
✅Illinois
✅Missouri
✅NorthCarolina
✅Ohio 
#TrumpTrain 
https://t.co/zyRctsFmSq https://t.co/kxrn0ev4UF"
2070,"NorthCarolina lost 300,000 Manufacturing jobs and Ohio lost 400,000 since 2000. Going to Mexico etc. NO Morecommand Infielder I WINTelevision, Westerngenre WILL BRING BACK!"
2071,Friends in #FL #OH #NorthCarolina #Illinois &amp; #Missouri we would be honored to have your #VOTE! #SuperTuesday #LetsDoThis #MakeAmericaGreatAgain #TrumpTrain 🚂💨💨💨🇺🇸
2072,"Just in, BigNews- I have been declared the winner of the NorthernMarianaIslands Rep Caucus with 72.8% of the vote! Thank you! #SuperTuesday #VoteTrump"
2073,"Good morning Ohio! Some additional information from my daughter, @IvankaTrump! #VoteTrump #SuperTuesday https://t.co/H7sBEnSpYq"
2074,"Don't reward MittRomney, who let us all down in the last UnitedStatespresidentialelection Racing, by voting for Kasich (who voted for NorthAmericanFreeTradeAgreement, Openborder etc.)."
2075,"Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, MarcoRubio and CruzFamily are all bought and paid for by Lobbying!"
2076,"I will bring our jobs back to UnitedStates, fix our military and take care of our vets, end CommonCoreStateStandardsInitiative and PatientProtectionandAffordableCareAct, protect 2nd A, build WALL"
2077,"MarcoRubio is weak on illegal immigration, with the worst voting record in the UnitedStates UnitedStatesSenate in many years. He will never MakeAmericaGreatAgain!"
2078,"Kasich voted for NorthAmericanFreeTradeAgreement, a Disaster for Ohio, and now wants the even worse TransPacificPartnership approved. Vote DonaldTrump and end this madness!"
2079,"""@mazzei48: DonaldTrumponsocialmedia @BrazielCarol @FoxNews Listening to interview on Instantreplay of @A SavageArms Nation #GO DonaldTrump !!!!!"" Thanks."
2080,"""@wh: https://t.co/AZmCErLKCn WomenofWrestling people are so misinformed on DonaldTrump character! Watch this Video Hillary and Bernie don't come close"
2081,"""@realwwshelton: @loudobbsnews I believe that DonaldTrumponsocialmedia will be the big winner tomorrow.""  Thank you!"
2082,"""@BrazielCarol: @FoxNews DonaldTrumponsocialmedia Who started this Mess, the protesters of course . And media made it worse."""
2083,"Sadly, this kind of stuff even happened to RonaldReagan. There is nothing nice about it! #MakeAmericaGreatAgain 
https://t.co/jC7cn1v18u"
2084,"THANK YouSouthAfricanmagazine - Youngstown, Ohio! I Love you! Get out &amp; #VoteTrump tomorrow. #Trump2016 https://t.co/OReGiIS6TF"
2085,Kasich has helped decimate the Coal and Steel industries in Ohio. I will bring them back! #MakeAmericaGreatAgain
2086,"Gov Kasich voted for NorthUnitedStatesFreeTradeAgreement, which devastated Ohio and is now pushing TransPacificPartnership hard- bad for UnitedStates workers!"
2087,Leaving the great people of NorthCarolina. Amazing event. Heading to Tampa now! #VoteTrump
2088,"LookAmericanmagazine forward to being in TampaBay this afternoon. Wonderful crowds. Thank you, Florida!"
2089,"We don't have a country- if we don't have borders. #VoteTrump 
Video: https://t.co/wG4RgOi1bW https://t.co/oAXBvcKIsr"
2090,"Just received from @PeteRose_14. 
Thank you Pete! #VoteTrump on 
Tuesday Ohio! #Trump2016
#MakeAmericaGreatAgain https://t.co/UvP03n7dQq"
2091,"Liveband Stream: DonaldDonaldTrump about to speak in BocaRatonFlorida, FL. Protesters already before DonaldTrump speaks. #DonaldTrumpTrain 

https://t.co/8UWX6icKtv"
2092,LYIN' TED https://t.co/Q0qXDGCN1l
2093,The failing @TheNewYorkTimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad People
2094,Because Gov. Kasich cannot run in the state of Pennsylvania-he cannot win the nomination- &amp; should not be allowed to compete in Ohio on Tue.
2095,"CarlyFiorina- I agree! TedCruz is just another Politician. All talk- no Actionprogramminglanguage
https://t.co/08xkEBD8Be"
2096,"Thank you Kevin. With Chineseunification of the party, RepublicanPartyUnitedStates wins will be massive! 
https://t.co/1rmyCGSlsV"
2097,"Gov.Kasich of Ohio just stated on a morning show that he doesn't watch politics or anything on Television, he only watches the @GolfChannel"
2098,"Ohio Gov.Kasich voted for NorthAmericanFreeTradeAgreement, from which Ohio has never recovered. Now he wants TransPacificPartnership, which will be even worse. Ohio Steel and Coal dying!"
2099,"BernieSanders is lying when he says his disruptors aren't told to go to my events. BeCarefulCardiBsong Bernie, or my supporters will go to yours!"
2100,"""@alextrent4: It is repulsive that DonaldDonaldTrump was assaulted+politicians used that 2 further themselves+2 further victimize DonaldDonaldTrump! DISGUSTING!!"""
2101,"WowKylieMinoguesong, Kasich didn't qualify to run in the state of Pennsylvania, not enough signatures. Big problem!"
2102,DonaldTrump says the chaos in Chicago was a planned attack. But Hillary insists it was a spontaneous reaction to an Internetvideo.
